playerID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws,Debut_Year,Final_Year,retroID,bbrefID
gickge01,1915,10,18,USA,IN,Dunnington,2008,8,12,USA,IN,Lafayette,George,Gick,George Edward,190,72,B,R,1937,1938,gickg101,gickge01
heintke01,1915,10,14,USA,MO,Peruque,2000,8,14,USA,MO,St. Peters,Ken,Heintzelman,Kenneth Alphonse,185,71,R,L,1937,1952,heink101,heintke01
lodigda01,1916,6,6,USA,CA,San Francisco,2008,2,10,USA,CA,Napa,Dario,Lodigiani,Dario Antonio,150,68,R,R,1938,1946,lodid101,lodigda01
cullero01,1913,10,18,USA,TN,Nashville,1991,5,28,USA,MI,Mount Clemens,Roy,Cullenbine,Roy Joseph,190,73,B,R,1938,1947,cullr101,cullero01
koyer01,1909,9,17,USA,TX,Sealy,2007,1,1,USA,TX,Bellville,Ernie,Koy,Ernest Anyz,200,72,R,R,1938,1942,koy-e101,koyer01
rebelar01,1914,3,4,USA,OH,Cincinnati,2004,7,10,USA,FL,Tampa,Art,Rebel,Arthur Anthony,180,68,L,L,1938,1945,rebea101,rebelar01
rossdo01,1914,7,16,USA,CA,Pasadena,1996,3,28,USA,CA,Arcadia,Don,Ross,Donald Raymond,185,73,R,R,1938,1946,rossd101,rossdo01
slaugen01,1916,4,27,USA,NC,Roxboro,2002,8,12,USA,NC,Durham,Enos,Slaughter,Enos Bradsher,180,69,L,R,1938,1959,slaue101,slaugen01
triplco01,1911,12,18,USA,NC,Boone,1992,1,30,USA,NC,Boone,Coaker,Triplett,Herman Coaker,185,71,R,R,1938,1945,tripc101,triplco01
wagnech01,1912,12,3,USA,PA,Reading,2006,8,31,USA,PA,Reading,Charlie,Wagner,Charles Thomas,170,71,R,R,1938,1946,wagnc101,wagnech01
westma02,1916,11,28,USA,MO,Dexter,2003,12,31,USA,CA,Sierra Madre,Max,West,Max Edward,182,73,L,R,1938,1948,westm102,westma02
laniema01,1915,8,18,USA,NC,Denton,2007,1,30,USA,FL,Lecanto,Max,Lanier,Hubert Max,180,71,R,L,1938,1953,lanim101,laniema01
donalat01,1910,8,19,USA,MS,Morton,1992,10,19,USA,LA,West Monroe,Atley,Donald,Richard Atley,186,73,L,R,1938,1945,donaa101,donalat01
pressto01,1906,8,8,USA,OH,Findlay,2001,1,6,USA,OH,Findlay,Tot,Pressnell,Forest Charles,175,70,R,R,1938,1942,prest101,pressto01
coleed01,1909,3,22,USA,PA,Wilkes-Barre,1999,7,28,USA,TN,Nashville,Ed,Cole,Edward William,170,71,R,R,1938,1939,colee101,coleed01
bongini01,1911,12,21,USA,LA,New Orleans,2009,1,6,USA,CA,San Jose,Nino,Bongiovanni,Anthony Thomas,175,70,L,L,1938,1939,bongn101,bongini01
humphbi01,1911,6,17,USA,MO,Vienna,1992,2,13,USA,MO,Springfield,Byron,Humphrey,Byron William,180,72,R,R,1938,1938,humpb103,humphbi01
epperal01,1918,5,7,USA,IA,Glidden,2003,4,14,USA,WI,McFarland,Al,Epperly,Albert Paul,194,74,L,R,1938,1950,eppea101,epperal01
coscape01,1913,6,16,USA,CA,Escondido,2002,7,24,USA,CA,Escondido,Pete,Coscarart,Peter Joseph,175,71,R,R,1938,1946,coscp101,coscape01
pottedy01,1910,11,18,USA,KY,Ashland,2002,2,27,USA,KY,Greenup,Dykes,Potter,Maryland Dykes,185,72,R,R,1938,1938,pottd102,pottedy01
balasmi01,1910,5,9,USA,MA,Lowell,1996,10,15,USA,MA,Westford,Mike,Balas,Mitchell Francis,195,72,R,R,1938,1938,balam101,balasmi01
erricdi01,1912,3,5,USA,NJ,Vineland,1999,11,28,USA,NJ,Vineland,Dick,Errickson,Richard Merriwell,175,73,L,R,1938,1942,errid101,erricdi01
reisto01,1914,8,6,USA,KY,Newport,2009,11,6,USA,FL,Ocala,Tommy,Reis,Thomas Edward,180,74,R,R,1938,1938,reist101,reisto01
rogerle01,1913,10,8,USA,AL,Tuscaloosa,1995,11,23,USA,AR,Little Rock,Lee,Rogers,Lee Otis,170,71,R,L,1938,1938,rogel101,rogerle01
daviswo01,1913,4,25,USA,GA,Nicholas,1999,7,18,USA,GA,Jesup,Woody,Davis,Woodrow Wilson,200,73,L,R,1938,1938,daviw101,daviswo01
mattibo01,1915,12,5,USA,IA,Sioux City,2004,12,16,USA,AZ,Scottsdale,Bobby,Mattick,Robert James,178,71,R,R,1938,1942,mattb101,mattibo01
uhlbo01,1913,9,17,USA,CA,San Francisco,1990,8,21,USA,CA,Santa Rosa,Bob,Uhl,Robert Ellwood,175,71,B,L,1938,1940,uhl-b101,uhlbo01
chapmsa01,1916,4,11,USA,CA,Tiburon,2006,12,22,USA,CA,Kentfield,Sam,Chapman,Samuel Blake,180,72,R,R,1938,1951,chaps101,chapmsa01
schluno01,1916,9,25,USA,IL,Belleville,2004,10,6,USA,IL,Belleville,Norm,Schlueter,Norman John,175,70,R,R,1938,1944,schln101,schluno01
steinju01,1911,8,9,USA,MO,St. Louis,1992,5,1,USA,MO,Creve Coeur,Justin,Stein,Justin Marion,180,71,R,R,1938,1938,steij101,steinju01
georgos01,1916,11,25,USA,LA,New Orleans,1999,1,15,USA,LA,New Orleans,Oscar,Georgy,Oscar John,180,75,R,R,1938,1938,georo101,georgos01
stovira01,1915,6,6,USA,PA,Scottdale,1998,2,23,Costa Rica,Guanacaste,Nicoya,Ray,Stoviak,Raymond Thomas,195,73,L,L,1938,1938,stovr101,stovira01
lefebbi01,1915,11,11,USA,RI,Natick,2007,1,19,USA,FL,Largo,Bill,LeFebvre,Wilfred Henry,180,71,L,L,1938,1944,lefeb101,lefebbi01
smithda01,1914,12,17,USA,SC,Sellers,1998,4,1,USA,NC,Whiteville,Dave,Smith,David Merwin,170,70,R,R,1938,1939,smitd105,smithda01
kennear01,1916,4,29,USA,MA,Milford,2014,3,12,USA,NH,Littleton,Art,Kenney,Arthur Joseph,175,72,L,L,1938,1938,kenna101,kennear01
walshjo04,1917,3,13,USA,MA,Boston,1996,10,5,USA,MA,Boston,Joe,Walsh,Joseph Patrick,155,70,R,R,1938,1938,walsj103,walshjo04
langdo01,1915,3,15,USA,CA,Selma,2010,9,1,USA,CA,Ventura,Don,Lang,Donald Charles,175,72,R,R,1938,1948,langd102,langdo01
rogerpa01,1913,4,26,USA,PA,Swoyersville,1998,5,15,USA,NY,Elmira,Packy,Rogers,Stanley Frank,175,68,R,R,1938,1938,rogep101,rogerpa01
myersly01,1914,2,23,USA,PA,Enola,2000,1,19,USA,PA,Harrisburg,Lynn,Myers,Lynnwood Lincoln,145,66,R,R,1938,1939,myerl101,myersly01
thomara01,1910,7,9,USA,NH,Dover,1993,12,6,USA,NC,Wilson,Ray,Thomas,Raymond Joseph,175,70,R,R,1938,1938,thomr103,thomara01
boyleha01,1911,11,29,USA,IL,Granite City,2005,1,7,USA,TX,McAllen,Harry,Boyles,Harry,185,77,R,R,1938,1939,boylh101,boyleha01
wittijo01,1914,6,16,USA,MD,Baltimore,1999,2,24,USA,VA,Nassawadox,Johnnie,Wittig,John Carl,180,72,R,R,1938,1949,wittj101,wittijo01
myattge01,1914,6,14,USA,CO,Denver,2000,9,14,USA,FL,Orlando,George,Myatt,George Edward,167,71,L,R,1938,1947,myatg102,myattge01
roepr01,1916,2,26,USA,AR,Ash Flat,2008,11,9,USA,MO,West Plains,Preacher,Roe,Elwin Charles,170,74,R,L,1938,1954,roe-p101,roepr01
sutclbu01,1915,7,22,USA,MA,Fall River,1994,3,2,USA,MA,Fall River,Butch,Sutcliffe,Charles Inigo,165,68,R,R,1938,1938,sutcb101,sutclbu01
gerlajo01,1917,5,11,USA,WI,Shullsburg,1999,8,28,USA,WI,Madison,Johnny,Gerlach,John Glenn,165,69,R,R,1938,1939,gerlj101,gerlajo01
meyerge01,1909,8,3,USA,IL,Chicago,1992,1,3,USA,IL,Hoffman Estates,George,Meyer,George Francis,160,69,R,R,1938,1938,meyeg101,meyerge01
williwo01,1912,8,21,USA,VA,Pamplin,1995,2,24,USA,VA,Appomattox,Woody,Williams,Woodrow Wilson,175,71,R,R,1938,1945,willw101,williwo01
ettenni01,1913,9,19,USA,IL,Spring Grove,1990,10,18,USA,IL,Hinsdale,Nick,Etten,Nicholas Raymond Thomas,198,74,L,L,1938,1947,etten101,ettenni01
boudrlo01,1917,7,17,USA,IL,Harvey,2001,8,10,USA,IL,Olympia Fields,Lou,Boudreau,Louis,185,71,R,R,1938,1952,boudl101,boudrlo01
eppsha01,1914,3,26,USA,GA,Athens,2004,8,25,USA,TX,Houston,Hal,Epps,Harold Franklin,175,72,L,L,1938,1944,eppsh101,eppsha01
pitkoal01,1914,11,22,USA,NJ,Burlington,2011,8,1,USA,AZ,Mesa,Alex,Pitko,Alexander,180,70,R,R,1938,1939,pitka101,pitkoal01
smithcl01,1914,9,11,USA,KS,Cambridge,2002,3,5,USA,KS,Winfield,Clay,Smith,Clay Jamieson,190,74,R,R,1938,1940,smitc104,smithcl01
archige01,1914,4,27,USA,TN,Nashville,2001,9,20,USA,TN,Nashville,George,Archie,George Albert,170,72,R,R,1938,1946,archg101,archige01
crespcr01,1918,2,16,USA,MO,St. Louis,1990,3,1,USA,MO,Florissant,Creepy,Crespi,Frank Angelo Joseph,175,68,R,R,1938,1942,cresc101,crespcr01
mccoybe01,1915,11,9,USA,MI,Jenison,2011,11,9,USA,MI,Grandville,Benny,McCoy,Benjamin Jenison,170,69,L,R,1938,1941,mccob102,mccoybe01
mcleora01,1916,10,19,USA,MA,West Quincy,2007,4,27,USA,MA,Weymouth,Ralph,McLeod,Ralph Alton,170,72,L,L,1938,1938,mcler101,mcleora01
reninji01,1915,3,7,USA,IL,Aurora,1993,8,23,USA,FL,North Fort Myers,Jim,Reninger,James David,210,75,R,R,1938,1939,renij101,reninji01
lucadjo01,1919,2,22,USA,TX,Thurber,2001,10,30,USA,TX,San Antonio,Johnny,Lucadello,John,160,71,B,R,1938,1947,lucaj102,lucadjo01
grimeos01,1915,4,13,USA,OH,Minerva,1993,5,19,USA,OH,Westlake,Oscar,Grimes,Oscar Ray,178,71,R,R,1938,1946,grimo101,grimeos01
grysksi01,1914,11,4,USA,IL,Chicago,1994,8,27,USA,IL,Hines,Sig,Gryska,Sigmund Stanley,173,71,R,R,1938,1939,gryss101,grysksi01
westdi01,1915,11,24,USA,KY,Louisville,1996,3,13,USA,IN,Fort Wayne,Dick,West,Richard Thomas,180,74,R,R,1938,1943,westd101,westdi01
moranhi01,1912,1,1,USA,NY,Rochester,1998,1,7,USA,NY,Saratoga Springs,Hiker,Moran,Albert Thomas,185,76,R,R,1938,1939,morah103,moranhi01
irwinto01,1912,12,20,USA,PA,Altoona,1996,4,25,USA,PA,Altoona,Tommy,Irwin,Thomas Andrew,165,71,R,R,1938,1938,irwit101,irwinto01
nahemsa01,1915,10,19,USA,NY,New York,2004,4,19,USA,CA,Berkeley,Sam,Nahem,Samuel Ralph,190,73,R,R,1938,1948,nahes101,nahemsa01
bellfe01,1913,1,21,USA,OK,Ada,2000,8,29,USA,CA,Rancho Mirage,Fern,Bell,Fernando Jerome Lee,180,72,R,R,1939,1940,bellf102,bellfe01
mccosba01,1917,4,11,USA,PA,Coal Run,1996,9,6,USA,FL,Venice,Barney,McCosky,William Barney,184,73,L,R,1939,1953,mccob101,mccosba01
silveke01,1916,5,3,USA,IL,Chicago,1992,3,31,USA,FL,Tallahassee,Ken,Silvestri,Kenneth Joseph,200,73,B,R,1939,1951,silvk101,silveke01
hodgira01,1915,2,10,USA,NC,Greensboro,2011,10,4,USA,NC,Burlington,Ralph,Hodgin,Elmer Ralph,167,70,L,R,1939,1948,hodgr101,hodgira01
scottle01,1910,7,25,USA,OH,Cleveland,1993,11,12,USA,AL,Birmingham,LeGrant,Scott,LeGrant Edward,170,68,L,L,1939,1939,scotl102,scottle01
gallajo02,1914,3,7,USA,NY,Buffalo,1998,2,25,USA,TX,Houston,Joe,Gallagher,Joseph Emmett,210,74,R,R,1939,1940,gallj103,gallajo02
gantejo01,1915,8,25,USA,CA,San Francisco,1993,8,2,USA,CA,Novato,Joe,Gantenbein,Joseph Steven,168,69,L,R,1939,1940,gantj101,gantejo01
willite01,1918,8,30,USA,CA,San Diego,2002,7,5,USA,FL,Inverness,Ted,Williams,Theodore Samuel,205,75,L,R,1939,1960,willt103,willite01
gabrile01,1915,9,8,USA,CA,Oakland,2000,11,14,USA,CA,Stanford,Len,Gabrielson,Leonard Hilbourne,210,75,L,L,1939,1939,gabrl101,gabrile01
giebefl01,1909,12,10,USA,WV,Pennsboro,2004,4,28,USA,NC,Wilkesboro,Floyd,Giebell,Floyd George,172,74,L,R,1939,1941,giebf101,giebefl01
maypi01,1911,1,18,USA,IN,Laconia,2000,9,4,USA,IN,Corydon,Pinky,May,Merrill Glend,165,71,R,R,1939,1943,may-p101,maypi01
berarjo01,1917,5,1,USA,CA,Los Angeles,1996,5,19,USA,CA,Los Angeles,Johnny,Berardino,John,175,71,R,R,1939,1952,beraj101,berarjo01
kellech01,1916,9,12,USA,MD,Middletown,1990,5,23,USA,MD,Frederick,Charlie,Keller,Charles Ernest,185,70,L,R,1939,1952,kellc101,kellech01
salvoma01,1912,6,30,USA,CA,Sacramento,1997,2,7,USA,CA,Vallejo,Manny,Salvo,Manuel,210,76,R,R,1939,1943,salvm101,salvoma01
masiph01,1916,1,6,USA,IL,Chicago,1990,3,29,USA,IL,Mount Prospect,Phil,Masi,Philip Samuel,177,70,R,R,1939,1952,masip101,masiph01
pyleew01,1910,8,27,USA,MO,St. Louis,2004,1,10,USA,IL,DuQuoin,Ewald,Pyle,Ewald,175,72,L,L,1939,1945,pylee101,pyleew01
spindha01,1913,5,27,USA,OK,Chandler,2002,7,28,USA,CA,San Clemente,Hal,Spindel,Harold Stewart,185,72,R,R,1939,1946,spinh101,spindha01
krameja01,1918,1,5,USA,LA,New Orleans,1995,5,18,USA,LA,Metairie,Jack,Kramer,John Henry,190,74,R,R,1939,1951,kramj101,krameja01
raffeke01,1917,8,8,USA,PA,York,2002,11,10,USA,PA,York,Ken,Raffensberger,Kenneth David,185,74,R,L,1939,1954,raffk101,raffeke01
dobsojo01,1917,1,20,USA,OK,Durant,1994,6,23,USA,FL,Jacksonville,Joe,Dobson,Joseph Gordon,197,74,R,R,1939,1954,dobsj101,dobsojo01
thompju01,1917,6,7,USA,IL,Latham,2006,8,24,USA,AZ,Scottsdale,Gene,Thompson,Eugene Earl,185,73,R,R,1939,1947,thomj102,thompju01
adamsbu01,1915,6,24,USA,CO,Trinidad,1990,9,1,USA,CA,Rancho Mirage,Buster,Adams,Elvin Clark,180,72,R,R,1939,1947,adamb101,adamsbu01
frankhe01,1914,1,4,USA,UT,Price,2009,3,30,USA,UT,Salt Lake City,Herman,Franks,Herman Louis,187,70,L,R,1939,1949,franh101,frankhe01
rosarbu01,1914,7,3,USA,NY,Buffalo,1994,3,13,USA,NY,Rochester,Buddy,Rosar,Warren Vincent,190,69,R,R,1939,1951,rosab101,rosarbu01
beckmbi01,1907,12,8,USA,MO,Clayton,1990,1,2,USA,MO,Florissant,Bill,Beckmann,William Aloysius,175,72,R,R,1939,1942,beckb103,beckmbi01
welajjo01,1914,5,27,USA,PA,Moss Creek,2003,9,13,USA,TX,Arlington,Johnny,Welaj,John Ludwig,164,72,R,R,1939,1943,welaj101,welajjo01
breuema01,1914,4,29,USA,MO,Rolla,1991,1,17,USA,MO,Rolla,Marv,Breuer,Marvin Howard,185,74,R,R,1939,1943,breum101,breuema01
mastewa02,1920,6,22,USA,PA,Philadelphia,2008,4,5,USA,NC,Durham,Walt,Masterson,Walter Edward,189,74,R,R,1939,1956,mastw101,mastewa02
majesha01,1916,12,13,USA,NY,Staten Island,1991,8,9,USA,NY,Staten Island,Hank,Majeski,Henry,174,69,R,R,1939,1955,majeh101,majesha01
clemebi01,1919,6,20,USA,NJ,New Brunswick,1994,2,18,USA,CA,Alta,Bill,Clemensen,William Melville,193,73,R,R,1939,1946,clemb101,clemebi01
mcnambo01,1916,9,19,USA,CO,Denver,2011,3,9,USA,CA,Rancho Bernardo,Bob,McNamara,Robert Maxey,170,70,R,R,1939,1939,mcnab101,mcnambo01
livenwe01,1910,7,18,USA,NC,Salisbury,1996,9,2,USA,NC,Winston-Salem,Wes,Livengood,Wesley Amos,172,74,R,R,1939,1939,livew101,livenwe01
russoma01,1914,7,19,USA,NY,Brooklyn,2005,3,26,USA,FL,Fort Myers,Marius,Russo,Marius Ugo,190,73,R,L,1939,1946,russm101,russoma01
tiptoer01,1915,4,20,USA,VA,Petersburg,2001,8,29,USA,VA,Newport News,Eric,Tipton,Eric Gordon,190,71,R,R,1939,1945,tipte101,tiptoer01
bollija01,1917,2,20,USA,AL,Mobile,1998,4,13,USA,FL,Panama City,Jack,Bolling,John Edward,168,71,L,L,1939,1944,bollj101,bollija01
andrest01,1917,4,17,USA,MA,Lynn,1995,6,10,USA,FL,Bradenton,Stan,Andrews,Stanley Joseph,178,71,R,R,1939,1945,andrs101,andrest01
prichbo01,1917,10,21,USA,TX,Paris,1991,9,25,USA,TX,Abilene,Bob,Prichard,Robert Alexander,195,73,L,L,1939,1939,pricb101,prichbo01
doberje01,1917,11,20,USA,IL,Mount Olive,1998,7,16,USA,MO,St. Louis,Jess,Dobernic,Andrew Joseph,170,70,R,R,1939,1949,dobej101,doberje01
collied02,1916,11,23,USA,PA,Lansdowne,2000,11,2,USA,PA,Jennersville,Eddie,Collins,Edward Trowbridge,175,70,L,R,1939,1942,colle102,collied02
stromfl01,1916,8,1,USA,ND,Cooperstown,1993,2,7,USA,WA,Wenatchee,Floyd,Stromme,Floyd Marvin,170,71,R,R,1939,1939,strof101,stromfl01
vernomi01,1918,4,22,USA,PA,Marcus Hook,2008,9,24,USA,PA,Media,Mickey,Vernon,James Barton,170,74,L,L,1939,1960,vernm101,vernomi01
saylebi01,1917,7,27,USA,OR,Portland,1996,11,20,USA,OR,Lincoln City,Bill,Sayles,William Nisbeth,175,74,R,R,1939,1943,saylb101,saylebi01
hafeyto01,1913,7,12,USA,CA,Berkeley,1996,10,2,USA,CA,El Cerrito,Tom,Hafey,Thomas Francis,180,73,R,R,1939,1944,hafet101,hafeyto01
sistisi01,1920,7,26,USA,NY,Buffalo,2006,4,24,USA,NY,Amherst,Sibby,Sisti,Sebastian Daniel,175,71,R,R,1939,1954,sists101,sistisi01
schelji01,1917,4,13,USA,MD,Baltimore,1990,5,4,USA,MA,Weymouth,Jim,Schelle,Gerard Anthony,204,75,R,R,1939,1939,schej101,schelji01
loanebo01,1914,8,5,USA,CA,Berkeley,2002,12,11,USA,CA,Monterey,Bob,Loane,Robert Kenneth,190,72,R,R,1939,1940,loanb101,loanebo01
hoffmbi01,1918,3,3,USA,PA,Philadelphia,2004,5,14,USA,PA,Roxborough,Bill,Hoffman,William Joseph,170,69,L,L,1939,1939,hoffb101,hoffmbi01
parsodi01,1916,5,12,USA,AL,Talladega,1991,10,31,USA,TX,Longview,Dixie,Parsons,Edward Dixon,180,74,R,R,1939,1943,parsd101,parsodi01
palagmi01,1917,7,4,USA,OH,Conneaut,2013,11,21,USA,OH,Conneaut,Mike,Palagyi,Michael Raymond,185,74,R,R,1939,1939,palam101,palagmi01
rowelba01,1916,1,13,USA,AL,Citronelle,1993,8,16,USA,AL,Citronelle,Bama,Rowell,Carvel William,185,71,L,R,1939,1948,roweb101,rowelba01
barnige01,1917,8,26,USA,MA,Fitchburg,1990,10,10,USA,FL,Largo,George,Barnicle,George Bernard,175,74,R,R,1939,1941,barng101,barnige01
wietewh01,1919,3,15,USA,OH,Zanesville,2002,3,26,USA,CA,San Diego,Whitey,Wietelmann,William Frederick,170,72,B,R,1939,1947,wietw101,wietewh01
brancal01,1919,5,29,USA,PA,Philadelphia,2012,6,14,USA,PA,Media,Al,Brancato,Albert,188,69,R,R,1939,1945,brana101,brancal01
mccrale01,1914,11,4,USA,PA,Wakefield,2008,10,8,USA,PA,Lancaster,Les,McCrabb,Lester William,175,71,R,R,1939,1950,mccrl101,mccrale01
thumalo01,1916,12,13,USA,MD,Baltimore,2000,12,19,USA,MD,Baltimore,Lou,Thuman,Louis Charles Frank,185,74,R,R,1939,1940,thuml101,thumalo01
lillabi01,1918,1,10,USA,CA,Goleta,2009,6,9,USA,CA,San Luis Obispo,Bill,Lillard,William Beverly,170,70,R,R,1939,1940,lillb102,lillabi01
pagesa01,1916,2,11,USA,SC,Woodruff,2002,5,29,USA,SC,Greenville,Sam,Page,Samuel Walter,172,72,L,R,1939,1939,pages101,pagesa01
clemech01,1917,5,10,USA,CA,San Fernando,2002,2,10,USA,CA,San Clemente,Chet,Clemens,Chester Spurgeon,175,72,R,R,1939,1944,clemc102,clemech01
gustifr01,1920,2,20,USA,IL,Hoopeston,1991,4,1,USA,IA,Davenport,Frankie,Gustine,Frank William,175,72,R,R,1939,1950,gustf101,gustifr01
warrebe01,1912,3,2,USA,OK,Elk City,1994,5,11,USA,OK,Oklahoma City,Bennie,Warren,Bennie Louis,184,73,R,R,1939,1947,warrb102,warrebe01
wynnea01,1920,1,6,USA,AL,Hartford,1999,4,4,USA,FL,Venice,Early,Wynn,Early,190,72,B,R,1939,1963,wynne101,wynnea01
kennebo01,1920,8,18,USA,IL,Chicago,2005,4,7,USA,AZ,Mesa,Bob,Kennedy,Robert Daniel,193,74,R,R,1939,1957,kennb104,kennebo01
swigaoa01,1915,2,13,USA,MO,Archie,1997,8,8,USA,MO,St. Joseph,Oad,Swigart,Oadis Vaughn,175,72,L,R,1939,1940,swigo101,swigaoa01
chapmfr02,1916,7,17,USA,SC,Liberty,1997,3,27,USA,NC,Kannapolis,Fred,Chapman,William Fred,185,73,R,R,1939,1941,chapf102,chapmfr02
benjast01,1914,5,20,USA,MA,Framingham,2009,12,24,USA,MA,Harwich,Stan,Benjamin,Alfred Stanley,194,74,R,R,1939,1945,benjs101,benjast01
letchch01,1915,10,3,USA,GA,Thomasville,1995,3,14,USA,FL,Tampa,Charlie,Letchas,Charlie,150,70,R,R,1939,1946,letcc101,letchch01
hollabi02,1915,6,4,USA,NC,Varina,1997,4,5,USA,NC,Goldsboro,Bill,Holland,William David,190,73,L,L,1939,1939,hollb105,hollabi02
hoppjo01,1916,7,18,USA,NE,Hastings,2003,6,1,USA,NE,Scottsbluff,Johnny,Hopp,John Leonard,170,70,L,L,1939,1952,hoppj102,hoppjo01
repasbo01,1917,11,6,USA,PA,West Pittston,2006,1,17,USA,CT,Wethersfield,Bob,Repass,Robert Willis,185,73,R,R,1939,1942,repab101,repasbo01
veigeal01,1917,1,30,USA,OH,Dover,2012,4,8,USA,OH,Dover,Al,Veigel,Allen Francis,180,73,R,R,1939,1939,veiga101,veigeal01
glossal01,1914,7,12,USA,IL,Christopher,1991,7,2,USA,CA,Walnut Creek,Al,Glossop,Alban,170,72,B,R,1939,1946,glosa101,glossal01
naymimi01,1917,8,26,USA,PA,Berlin,2005,10,12,USA,CA,Stockton,Mike,Naymick,Michael John,225,80,R,R,1939,1944,naymm101,naymimi01
lakeed01,1916,3,18,USA,CA,Antioch,1995,6,7,USA,CA,Castro Valley,Eddie,Lake,Edward Erving,159,67,R,R,1939,1950,lakee101,lakeed01
schuljo05,1918,8,29,USA,IL,Chicago,1996,1,10,USA,MO,St. Louis,Joe,Schultz,Joseph Charles,180,71,L,R,1939,1948,schuj103,schuljo05
newhoha01,1921,5,20,USA,MI,Detroit,1998,11,10,USA,MI,Southfield,Hal,Newhouser,Harold,180,74,L,L,1939,1955,newhh101,newhoha01
barrefr01,1913,7,1,USA,FL,Fort Lauderdale,1998,3,6,USA,FL,Leesburg,Frank,Barrett,Francis Joseph,173,74,R,R,1939,1950,barrf104,barrefr01
bragabo01,1917,10,30,USA,AL,Birmingham,2010,1,21,USA,TX,Fort Worth,Bobby,Bragan,Robert Randall,175,70,R,R,1940,1948,bragb101,bragabo01
dimagdo01,1917,2,12,USA,CA,San Francisco,2009,5,8,USA,MA,Marion,Dom,DiMaggio,Dominic Paul,168,69,R,R,1940,1953,dimad101,dimagdo01
levyed01,1916,10,28,USA,AL,Birmingham,2008,10,27,USA,FL,Titusville,Ed,Levy,Edward Clarence,190,77,R,R,1940,1944,levye101,levyed01
marioma01,1916,12,1,USA,SC,Richburg,2011,3,15,USA,MO,Ladue,Marty,Marion,Martin Whiteford,170,74,R,R,1940,1953,marim101,marioma01
schulha01,1912,9,1,USA,MO,St. Louis,1993,12,21,USA,MO,St. Charles,Ham,Schulte,Herman Joseph,158,68,R,R,1940,1940,schuh104,schulha01
sturgbo01,1919,8,6,USA,IN,Clinton,2007,3,10,USA,CA,San Dimas,Bobby,Sturgeon,Robert Harwood,175,72,R,R,1940,1948,sturb101,sturgbo01
witekmi01,1915,12,19,USA,PA,Luzerne,1990,8,24,USA,PA,Kingston,Mickey,Witek,Nicholas Joseph,170,70,R,R,1940,1949,witem101,witekmi01
hudsosi01,1915,1,3,USA,TN,Coalfield,2008,10,10,USA,TX,Waco,Sid,Hudson,Sidney Charles,180,76,R,R,1940,1954,hudss101,hudsosi01
hashhe01,1911,2,13,USA,VA,Woolwine,2008,5,20,USA,VA,Culpeper,Herb,Hash,Herbert Howard,180,73,R,R,1940,1941,hashh101,hashhe01
campbso01,1915,3,7,USA,VA,Sparta,2000,2,16,USA,VA,Sparta,Soup,Campbell,Clarence,188,73,L,R,1940,1941,camps104,campbso01
brechha01,1914,10,14,USA,OK,Broken Bow,2004,1,17,USA,OK,Bethany,Harry,Brecheen,Harry David,160,70,L,L,1940,1953,brech101,brechha01
gorsijo01,1915,3,29,USA,NJ,Bayonne,1998,12,16,USA,VA,Charlottesville,Johnny,Gorsica,John Joseph Perry,180,74,R,R,1940,1947,gorsj101,gorsijo01
reesepe01,1918,7,23,USA,KY,Ekron,1999,8,14,USA,KY,Louisville,Pee Wee,Reese,Harold Henry,160,70,R,R,1940,1958,reesp101,reesepe01
strinni01,1915,3,1,USA,IN,Gary,2011,11,11,USA,IN,Valparaiso,Nick,Strincevich,Nicholas,180,73,R,R,1940,1948,strin101,strinni01
litwhda01,1916,8,31,USA,PA,Ringtown,2011,9,23,USA,FL,Clearwater,Danny,Litwhiler,Daniel Webster,198,70,R,R,1940,1951,litwd101,litwhda01
hoersle01,1917,8,11,USA,PA,Philadelphia,2000,2,18,USA,NJ,Maple Shade,Lefty,Hoerst,Frank Joseph,192,75,L,L,1940,1947,hoerl101,hoersle01
secorfr01,1912,8,24,USA,IA,Mason City,1995,4,7,USA,MI,Port Huron,Frank,Secory,Frank Edward,200,73,R,R,1940,1946,secof101,secorfr01
mahanar01,1913,6,8,USA,MA,Somerville,2010,12,7,USA,PA,Rydal,Art,Mahan,Arthur Leo,178,71,L,L,1940,1940,mahaa101,mahanar01
bakerbi01,1911,2,22,USA,NC,Paw Creek,2006,4,13,USA,SC,Myrtle Beach,Bill,Baker,William Presley,200,72,R,R,1940,1949,bakeb101,bakerbi01
seatsto01,1910,9,24,USA,NC,Farmington,1992,5,10,USA,CA,San Ramon,Tom,Seats,Thomas Edward,190,71,R,L,1940,1945,seatt101,seatsto01
piechal01,1914,1,19,USA,IL,Chicago,1996,6,13,USA,IL,Chicago,Al,Piechota,Aloysius Edward,195,72,R,R,1940,1941,pieca101,piechal01
hanckbu01,1914,8,30,USA,AL,Birmingham,2007,2,15,USA,TX,Orange,Buddy,Hancken,Morris Medlock,175,73,R,R,1940,1940,hancb101,hanckbu01
groveor01,1919,8,29,USA,KS,Mineral,1992,4,20,USA,CA,Carmichael,Orval,Grove,Orval Leroy,196,75,R,R,1940,1949,grovo101,groveor01
